,tweets
4849,jepretan bokap w ko bisa gini ya?🙂 @ MRT Stasiun Bunderan HI - Lebak Bulus https://t.co/mmGk3T3kyU
4850,Hukhkhujhukbuk (@ RapidKL Pavilion Damansara Heights-Pusat Bandar Damansara (SBK13) MRT Station - @myrapidkl in Kuala Lumpur) https://t.co/E4VMJXTVXa
4851,Tamasya sejenak..... @ MRT Lebak Bulus Station https://t.co/VzYsv4waEC
4852,"RT @kurawa: Philipines punya kereta tapi kagak jelas namanya MRT, LRT atau Commuter line 🤣 (karena antara rel, kereta dan managementnya nya…"
4853,RT @detikfinance: Pembangunan MRT Jakarta hingga 2030 ditargetkan mencapai 230 km.  Intip yuk rutenya yang dirangkum dalam infografis berik…
4854,"Sebagai pengguna Transjkt, MRT, dan ojol in daily basis, I agree. https://t.co/evfNrz2Wcp"
4855,"Soalnya jenius lebih multiguna. Mcard nya udah chip, admin pajak dipotong 4rp/bln, bisa bayar mrt di sgp, bunga 5%p.a dihitung harian dibayarkan perbulan, seneng ini punyaku ampe 10rb sebulan :"") tp ini mode flexi saver"
4856,"No filter no effect.
Lagi di stasiun MRT terus foto langit cerah tp yah kok bawahnya mendung pas ditelusuri sepanjang jalan da bukan mendung :( https://t.co/0MehMOyuA8"
4857,"Mau ke wisata Kawasan Menteng dengan Museum Naskah Proklamasi, serta Cikini juga bisa turun di sini.
Nah, kamu mau coba semua destinasi wisata sekitar MRT? Untuk melengkapi perjalanan kamu lebih seru, setiap kali bepergian bisa pake Bagitrip yaa!"
4858,"STASIUN BENDUNGAN HILIR
Stasiun Bendungan Hilir dekat dengan Pasar Benhill. Dari stasiun MRT ini kamu juga bisa lanjut ke pusat perbelanjaan seperti Lotte Shopping Avenue, ITC Kuningan, Mal Ambassador, Kuningan City hingga Kota Kasablanka. https://t.co/hASNmwfZxc"
4859,"@icha_mrt Kalaw terjunnya dipelukanmu aku mau, tak pakai es juga tak apa"
4860,"STASIUN LEBAK BULUS
Lebak Bulus menjadi stasiun laying pertama di ujung selatan Jakarta. Stasiun MRT ini terintegrasi dengan Halte Transjakarta, yaitu Halte Lebak Bulus koridor 8. Buat kamu yang ingin wisata belanja, di dekat stasiun ini ada Transmart dan Poin Square. https://t.co/uwYMjHATSP"
4861,"Weekend tiba, saatnya liburan. Buat kamu yang ingin jalan-jalan dengan naik MRT tapi bingung mau kemana? Ini dia beberapa rekomendasi tempat wisata sekitar Jakarta yang bisa kamu jangkau dengan menggunakan MRT."
4862,"[Jalan-jalan Naik MRT Jakarta, Ini Rekomendasi Tempatnya]

Ingin mencoba naik MRT tapi bingung kemana? Ini dia rekomendasi tempat wisata di sekitar halte MRT Jakarta

--- A Thread --- https://t.co/yBP3jao6TC"
4863,Hi @PT_TransJakarta kalau dr stasiun MRT Fatmawati mau ke Gedung Ratu Prabu naik TJ yg jurusan apa yah? Trims
4864,@siberuangmalas fix kemana2 besok naik mrt 😌
4865,"Tersedia pilihan mode transportasi mulai dari Busway dari Halte Benhil, Halte Dukuh, Stasiun MRT Setiabudi dan MRT Bendungan Hilir.

#SpaceStock #Discoveryourperfectspace #Spacestockcom https://t.co/VK1J2DLPAj"
4866,"kalo ketemu gua di mrt lagi kek gini, ada yg mo nyapa gak sih? 😂 https://t.co/9jd9f0rxmo"
4867,Pembangunan MRT Jakarta hingga 2030 ditargetkan mencapai 230 km.  Intip yuk rutenya yang dirangkum dalam infografis berikut ini! #Infografis #MRTJakarta https://t.co/J2JEyavW6C
4868,"Anies akan Bangun Kereta MRT Kalideres-Ujung Menteng Lewati Kwitang, Cempaka Baru dan Sumur Batu https://t.co/eQmRDcNypy"
4869,"RT @gundalaofficial: Besok, Jum’at 26 Juli, Cast Gundala bersama @bahanafmjkt akan seru-seruan di MRT Stage.

Yuk kita bertemu besok, karen…"
4870,"ga banyak hal yg mau gua lakuin, hanya hidup di sebuah apartemen mewah di kota besar dengan satu pekerjaan kantoran yang bikin nyaman dan gaji secukupnya (tentunya cukup buat bayar bulanan apart wkwk), pergi pulang ke kantor naik mamang gojek atau mrt mewah disana"
4871,"RT @BeritaJakarta: MRT Rute Kalideres-Ujung Menteng Segera Dibangun 
@mrtjakarta 
@DKIJakarta
#BeritaJakarta
#DKIJakarta

https://t.co/COJN…"
4872,"RT @iamIRN_: @musniumar @joked2019 Saya juga menolak,  mengingat hutang yang sudah terlalu besar dan kegagalan pandangan jokowi dalam segal…"
4873,"Aman, nyaman dan teknologi smart home, ditawarkan oleh Synthesis Homes, cluster dua lantai yang berlokasi dekat Stasiun MRT Lebak Bulus dan bisa dimiliki hanya dengan DP 5% di cicil 3 kali.

More info https://t.co/YhV1tv8suh https://t.co/tP0h9ZH5g1"
4874,"MRT Rute Kalideres-Ujung Menteng Segera Dibangun 
@mrtjakarta 
@DKIJakarta
#BeritaJakarta
#DKIJakarta

https://t.co/COJN1mh6Ie"
4875,"Bakso Malang belakang Plaza Indonesia, belok kiri 5 m dari Kebon Kacang Gate (pintu belakang,250 m dari Sts MRT Bund HI). Kombinasi bakso, bakwan goreng dan kuah dicocol sambel pun nikmat banget. Gak heran kalo bolak balik ke sini. Seporsi Rp 15K #darihaltekehalte https://t.co/xu8r6MH0bb"
4876,@wawataib Mrt let nk pi mna
4877,"MRT Jakarta Fase III segera dibangun nih tahun depan. Rutenya dari Kalideres hingga Ujung Menteng sepanjang 31,7 km. Ini daftarnya: #MRTJakarta https://t.co/MRaauLKcUD"
4878,"@al_vvays Harris suites fx sudirman, bisa liat GBK, dkt MRT, sama mall juga itu hahah"
4879,"@musniumar @joked2019 Saya juga menolak,  mengingat hutang yang sudah terlalu besar dan kegagalan pandangan jokowi dalam segala hal yang tidak mendatangkan keuntungan seperti MRT di bangun dengan biaya hutang menjulang hanya menang gaya doang tanpa keuntungan."
4880,JB KL nothing much different but please please sangat sangat wujud kan lrt ke mrt ke ktm ke. Hmm hmm.
4881,"Ada Kabar Baru! MRT Rute Kalideres-Ujung Menteng Segera Dibangunhttp://jakberketahanan.org/2019/07/26/mrt-rute-kalideres-ujung-menteng-segera-dibangun/ 

#JakartaBerketahanan #MRTJakarta"
4882,"Taadaaa!! 
.
Proposal Layout MRT Jakarta EW Line Tangerang - Bekasi thn 1996 😅 https://t.co/oAULHjO0Mn"
4883,@syiteru Naik mrt yuuu
4884,RT @JagaJokowi: Ini dia peta rute MRT Jakarta masa depan. Pembangunan MRT Jakarta hingga 2030 ditargetkan mencapai 230 km. Terdiri dari 162…
4885,@nshamiraa Kan?! Tetiba masuk mrt kaki sakit pulak.
4886,@banubino Mrt maluri then ada ikut pedestrian walk
4887,@GIIAS_ID @MrTJKT Exit B dari MRT lebak bulus via Jl. Sapta Taruna Baru Komplek PU
4888,"@ayanaLee91 Muzium negara very easy to reach weh. Xyah naik mrt pon. Juat tembus je mrt muzium tu, dah sampai."
4889,"Bangun Rute MRT Jakarta Fase II dan III, Berapa Biayanya? https://t.co/ujNvjjkK2N"
4890,"Ini dia peta rute MRT Jakarta masa depan. Pembangunan MRT Jakarta hingga 2030 ditargetkan mencapai 230 km. Terdiri dari 162,8 km jalur bawah tanah dan 68,16 km jalur layang. Nggak sabar pengen nyobain keliling Jakarta naik MRT. https://t.co/e3DqtUsP3u"
4891,@andhikakp Menaiki tangga kesuksesan bersama MRT
4892,"@thspcwndrr tebak, lg naek mrt ya."
4893,@aqwam17 CL dan TJ teman hidupku. Eh plus MRT
4894,"jujur sekarang malah jadi kecanduan naik transportasi umum. 

sejak 3 hari yg lalu kemana2 pasti ngandelin busway, mrt, angkot yg jak lingko. ternyata enak bgt lho! gw berasa lg di kanada lg. 

tp masih ndak bisa naik krl aku, trauma pengalaman buruk hahah"
4895,MRT Semakin Diminati https://t.co/As3QocyRd8
4896,@obatcoldeanflu kakek2 MRT sg
4897,"RT @wawat_kurniawan: Dari peristiwa MRT sampai hari ini, menunjukan bahwa musuh Prabowo yang sesungguhnya adalah dirinya sendiri"
4898,@miftahsudur1 Hyg naek MRT lah tapi gratis:(
4899,"@land0fstories Kan diem-diem nangisnya. Usahain jgn sampe ketauan. Atau nangis diem-diemnya sambil naik kereta/mrt deh, atau ke taman apa gitu (pengalaman😂) Ya Allah ini gw ngajarin apasik gak bener banget haha"
4900,"Komisi C DPRD Provinsi DKI Jakarta menyambut baik langkah kerjasama PT Mass Rapid Transit (MRT)Jakarta dengan Komisi Pemberantasan Korupsi (KPK) untuk mengawasi penggunaan dana pembangunan fase II. https://t.co/abRh8UUuuY

#DPRDDKI #DKIJakarta #mrtjakarta https://t.co/z8japKsqBP"
4901,"@BangGojek7 @lambeonlen Tapi jakarta tuhh surganya orderan

Makanya bisa bebas ngomong tupo tupo tupo😂😂😂

Karena spot mall ..komplek..halte..stasiun mrt berdekatan

Tapi terserah ama.pembuat status

Ga setinggi kaya pembuat status

Karena w 2 hari main dki juga tupo"
4902,"🙎‍♂️ : ""mau minum air apa?""
🙎‍♀️ : ""terserah""
🙎‍♂️ : ""air terjun pake es,mau?""
🙎‍♀️ : "" ........"""
4903,@velveloo iya deketin mrt
4904,"@PT_TransJakarta 10 H itu terlalu muter2 kayanya.
Saran aja sih lewat tosari belok kanan arah jalur koridor 4 terus belok kiri jalur koridor 10.

Mending bikin integrasi dulu deh
1. CSW - MRT Asean - Masjid Agung
2. Velbak - Kebayoran Lama

Atau hari libur buka Puribeta - Slipi  gantiin 13C 13E"
4905,Baru saja mengirim foto @ MRT Jakarta https://t.co/aG5KN4xvpW
4906,@darkpharion Dekati mrt??🤔
4907,@merseybois_ Ku lg pengen naek MRT 😶
4908,Lainla feeling naik mrt skang
4909,@clowneryluvv Jam segini naik mrt panas gasi :((
4910,"Moda Raya Terpadu fase III yang melayani rute Kalideres hingga Ujung Menteng sepanjang 31,7 kilometer akan segera dibangun. Proses pembangunan yang rencananya dimulai tahun depan akan terbagi dalam dua fase.

Selengkapnya: 
https://t.co/cCclJKw4rV"
4911,RT @yoyomoveon: Anies juga pernah menuding bahwa LRT dan MRT sebagai penyebab macet dan banjir. namun kedua program infrastruktur tersebut…
4912,Baru pertama kali naek mrt ni https://t.co/6CxZGVaYwa
4913,RT @detikcom: Pembangunan MRT fase Timur-Barat yang menyambungkan Kalideres dan Ujung Menteng ditargetkan dimulai pada 2020 mendatang. Segi…
4914,Anies juga pernah menuding bahwa LRT dan MRT sebagai penyebab macet dan banjir. namun kedua program infrastruktur tersebut juga berakhir diklaim ketika menjadi pembicara  di USA. #GabenerDKIJakarta #MacaneDadiKucing
4915,"@AskRapidKL Takpelah, hahaha! Yg tu i mmg tau kena guna kad yg sama for parking and mrt. Just nk tau for my100 je. Thanks."
4916,"Anies Bermuka Dua, Dulu Nyinyir MRT dan LRT Kini Dipamerkan.#GabenerDKIJakarta #MacaneDadiKucing
https://t.co/i5Fa2rAcaw"
4917,Anies Dulu Nyinyir MRT dan LRT Kini Dibanggakan di Amerika.#GabenerDKIJakarta #MacaneDadiKucing https://t.co/GbxWrYuj4P
4918,"@widiaarizka Naik kendaraan umum riz, like busway atau mrt . Sayang banget tuhh duit wkwkwk"
4919,"I'm at MRT สีลม - @bem_mrt in Bang Rak, Bangkok https://t.co/x0vd7x5IO0"
4920,"Dibuatkan MRT, sama LRT, ditambah Kereta Api. Lalu jalan tol yg mengutamakan ekosistem alami pasti keren. https://t.co/c47m3vbYL1"
4921,"Aku salah naik mrt hahahah.Nak gi bukit bintang kena naik yg arah gi kajang,pastu aku naik yg gi sungai buloh 😌"
4922,"Yang doyan bakso sama mie, mari... tinggal naik MRT turun di Blok M 💁‍♀️ https://t.co/H7lw4gidco"
4923,Wah iya nih.. gw tahu dan pernah iseng killing time di situ! Bener tempatnya enak! Turun MRT Senayan keluar pintu Kemendikbud.. sampai deh! 👍🏼✨ https://t.co/OCvVC0CNe9
4924,"RT @dprddkijakarta: Pansus Ruang Bawah Tanah tinjau gedung Bursa Efek Jakarta, Plaza Indonesia dan Stasiun MRT Bundaran Hotel Indonesia unt…"
4925,"@IreneJuniva @zhu_dave Bener ini, bikin yg bnyk kayak di jantung kota new york..
Tp tau ga omong kosong paling kosong?? Para pengguna kndraan pribadi yg heboh sesaat dgn adanya MRT/LRT, lah naik angkot/busway/bus kota/KRL aja ga prnah..😡
Mau Ahok yg urus 100 tahun jg ga akn bs.."
4926,#News: MRT Rute Kalideres-Ujung Menteng Segera Dibangun https://t.co/44R5T7rIAA | Berita Jakarta
4927,"@detikcom Gmn proyek MRT LRT sblmny yg bikin penyempitan jalan dan macet dimana2 apalagi kawasan kelapa gading. Ah lebai aja yg masalahin proyek, nanti klo udah jadi jg dibangga2in."
4928,"Dari peristiwa MRT sampai hari ini, menunjukan bahwa musuh Prabowo yang sesungguhnya adalah dirinya sendiri"
4929,@IrfanRinaldi Yaktul. Kalo ada di setiap stasiun MRT sama mall2 di tengah kan goks juga
4930,"RT @jokoanwar: Yang besok di MRT, ketemu para pemain Gundala yaaa.. https://t.co/rkcNsm9yVQ"
4931,"@FhFaahanie Dapat. Macam ni, anda perlu menggunakan IC yang sama untuk penggunaan parking dan MRT. Baru sistem kita akan detect dan anda akan dapat harga flat rate untuk parking."
4932,"Pansus Ruang Bawah Tanah tinjau gedung Bursa Efek Jakarta, Plaza Indonesia dan Stasiun MRT Bundaran Hotel Indonesia untuk mematangkan kajian Raperda tentang Pemanfaatan Ruang Bawah Tanah.https://t.co/4ipdCtpvu7

#DPRDDKI #DKIJakarta #MRT https://t.co/HSDb0lgLzo"
4933,"@Fia2208_ gua jg ke block m dua kali doangan karna bukber wkwkwk. dulu masih absrak bgt yg mau dibangun mrt tuh :"""
4934,"👦 ""kamu udah pulang belum?""
👧 ""udah""
👦 ""naik apa?""
👧 ""mrt""
👦 ""coba liat depan kamu""
👧 ""kenapa?""
👦 ""coba liat ada siapa""
👧 ""nnggg ada bapak-bapak, kenapa?""
👦 ""ehhh tengok agak kirian""
👧 ""ehh ihh kok ada kamu sihh""
👦 ""halo sayang""
👧 ""😊"" https://t.co/v2qvz2rwbd"
4935,"Bebaskan Lahan, Bos MRT Akui Proyeknya Kerek Harga Tanah https://t.co/LLkY4ez8zf"
4936,"Kalideres-Ujung Menteng akan Ada MRT, Nih Daftar Stasiunnya https://t.co/L1Ga5FMX6R"
4937,"lagi tidur mimpi lari jauh banget
bangun bangun kaki udah kesleo aja"
4938,"TGIF! TGIF!!!!
Hari Jumat menuju weekend, buat yang belum gajian jangan sedih jangan galau.. Kamu masih bisa seneng-seneng GRATIS kok! Yuk dateng langsung ke Bahana on MRT Stage di Stasiun BNI Dukuh Atas nanti sore… https://t.co/WCBjpzeqwj"
4939,mumpung udah hafal lagunya
4940,pengin jadi princess jasmin
4941,"@FhFaahanie Hi, MY100 boleh digunakan untuk LRT, MRT, Monorail, RapidKL dan MRT feeder bus. Jika anda ingin park kereta di park and ride, IC yang sama harus digunakan untuk naik MRT dan juga parking. Bru dpt flat rate."
4942,@icha_mrt @tulusm makasih loh mba icha
4943,@snwidya_ kepungan lur
4944,"suka banget hari jumat,karena besoknya weekend.

gasabar rebahan dua hari dua malam."
4945,@icha_mrt Kan biar giginya ga lari kemana kemana cha
4946,apasih gajelas
4947,"kirain minum kopi di siang hari bisa mengurangi ngantuk,
ternyata kopi aja ga cukup.

mungkin,kalo minumnya sm kamu cukup ❤️"
4948,"@bayu_joo HP : ""idih apaan si pegang pegang"""
4949,@aywantyou punya gigi dikasih pagerr
4950,"Detail handphone 
Model: USED OPPO R15 PRO (FULLSET)
Harga: RM999
Warranty: 1 week
Cod percuma: Bangi Gateway
Cod berbayar: RM29 stesen ktm/lrt/mrt
Pos J&amp;T: RM10 Semenanjung &amp; RM20 S/S

Whatsapp/Call 0178834461 https://t.co/ynrBpQFRvT"
4951,"@FiersaBesari terserah kamu,semua nama aku setuju ko beb ❤️"
4952,Gue baru sadar ada cempaka baru. Asik bisa beli es teh jon ama mie eko depan sd gue naek mrt ntar https://t.co/PYV7rV9V1n https://t.co/WpeaIlr54o
4953,"Teman MRT sore ini kalian ke mana? yuk datang ke terowongan kendal, di sana kalian akan bertemu dengan cast film Gundala dan juga akan ada hiburan musik dari Band Geisha.
#MRTJakarta
#UbahJakarta
#JelajahiJakarta https://t.co/XdtuvcljgU"
4954,Berantem sebulan dikasi mrt :((( https://t.co/xb6yQVhroJ
4955,"Naik public transport kita! (@ RapidKL Mutiara Damansara (SBK09) MRT Station - @myrapidkl in Petaling Jaya, Selangor) https://t.co/TXkgSOA2Cd"
4956,"Foto foto di mrt udah pernah, diminta fotin sama orang di mrt juga udah, bisa dah jadi duta mrt

Apasih"
4957,Hi guys. Bosan asyik makan benda sama masa lunch ? Saya ada jual nasi and rendang ayam rm7 sahaja no COD caj as long as your office near LRT/MRT station. RT untuk rezki sy. Thanks you all
4958,tandas kat mrt stadium kajang...menakutkan gelap...aku was2 nak masuk tadi...tapi sebab tak tahan...aku masuk gak
4959,@fauziinasruddin @shazrilizwan_ Senang naik mrt atau lrt ja haha
4960,Fresh photos with the bomb lighting @ Stasiun MRT Dukuh Atas https://t.co/CQuZ6Vryuj
4961,"Ke kantor naik MRT? Bayar pakai Lyfe Watch aja!.

Mau jadi yang pertama coba Lyfe Watch? Tunggu kehadiran kami dan Lyfe Watch di Pasar idEA 2019, ya. https://t.co/4lohdY4WUg"
4962,@Aliffuadd Saya mahu beli Nike running shoes satu supaya boleh berdiri lama dalam MRT.
4963,@detikcom Owh. Maksudnya begitu? Ok. Ok. Paham. Maybe itu trick SP utk membuyarkan harapan para penumpang gelap yg sedang mencari vihicle baru setelah ' pertemuan MRT ' ya?
4964,"w belum banyak nyicipin MRT/metro di negara2 lain, tapi MRT Jakarta emang tingkat polusi suaranya luar biasa. Di dalem gerbong berasa di pasar tradisional."
4965,"RT @tvOneNews: Pembangunan Moda Raya Terpadu (MRT) Jakarta fase III, Timur-Barat, akan segera dimulai. Jalur MRT rute Kalideres - Ujung Men…"
4966,"RT @cnbcindonesia: Bebaskan Lahan, Bos MRT Akui Proyeknya Kerek Harga Tanah https://t.co/VVyWyjrfqd"
4967,Bila la mrt nak buat coach wanita.  Nak lelap sikit pon takleh 😣
4968,RT @playfest2019: Today is the day! Udah siap experience music bareng Kotak (@kotakband_) dan Dead Bachelors (@deadbachelors) hari ini? Kit…
4969,"RT @playfest2019: Yasss! Can't wait to see @kotakband_ rock Terowongan Kendal, Dukuh Atas MRT Station. Join us! #kerabatkotak #kotakband #P…"
4970,@joeanother2 Aku malah blm pernah naek kendaraan umum lagi mas 😅 pengen bgt cobain MRT 😁
4971,"@sugarplumelegyy Stasiun sudirman, lanjut MRT turun di setiabudi astra, sahid sudirman sebelah kantor w"
4972,"RT @detikfinance: MRT Jakarta Fase III segera dibangun nih tahun depan. Rutenya dari Kalideres hingga Ujung Menteng sepanjang 31,7 km. Ini…"
4973,"Pembangunan MRT Jakarta hingga 2030 ditargetkan mencapai 230 km.  Intip yuk rutenya yang dirangkum dalam infografis berikut ini! #Infografis #MRTJakarta 

via @detikfinance https://t.co/by8erVLnz3"
4974,seketika nyesel malah masuk mrt...
4975,@nnnnnadia_ Naik MRT
4976,@evelindk_ @womanfeeds YAALLAH SISTUR SAmE ENERGY dari interview di scbd karena terik padahal jalan doang aja ke senci ngasih tenaga dikit aja gakuat lurus masuk mrt balik dah 😭
4977,bapak ah!ni mrt ke peti sejuk
4978,mrt sg buloh to mrt kajang 😪🥴
4979,paling sering ditemuin naik mrt tuh kamu ya dek? https://t.co/wWx7nkQqd7
4980,Ac di mrt bunderan hi station ac surga ya
4981,"RT @nirmalarh: Iseng2 cobain restoran korea, namanya Bedani Garden. Lokasinya di Lotte Mart Fatmawati, tinggal jalan dari MRT Cipete Raya.…"
4982,"Pembangunan Moda Raya Terpadu (MRT) Jakarta fase III, Timur-Barat, akan segera dimulai. Jalur MRT rute Kalideres - Ujung Menteng akan segera dibangun pada tahun 2020.
Dapatkan berita lainnya hanya di tvOne connect #tvOneNews https://t.co/k5aGb7kcSR"
4983,Kartu Jenius bs dipake tap MRT Singapore ga jd serta merta gw pengen apply. Krn itu expense!! Gw lbh tertarik buat nambahin duit bukan spending2 kyk gt dl.. 😥
4984,"MRT Jakarta Fase III segera dibangun nih tahun depan. Rutenya dari Kalideres hingga Ujung Menteng sepanjang 31,7 km. Ini daftarnya: #MRTJakarta  https://t.co/VIRrNCDSEu"
4985,"Bebaskan Lahan, Bos MRT Akui Proyeknya Kerek Harga Tanah https://t.co/VVyWyjrfqd"
4986,RT @monologuest6: @nguncew Telusurin semua rute mrt sembari merenungi kehidupan kak
4987,"andai MRT dari dulu udah dibangun, ya ginilah designya... 😄 

1996 Jakarta MRT EW Line Proposal https://t.co/ckkEqeOzp0"
4988,MRT Jakarta https://t.co/MsTy6NyhCu
4989,Ini Peta Rute Masa Depan MRT Jakarta https://t.co/Hz3jJKZHrP
4990,"@jemaipelle Huhu iya kak, di bintaro ada gojek, krl, mrt, mall gede, gramed, brand brand makanan terkenal, dll dll wkwk

Ayo kak balik lagi buat TB 👍🏻👍🏻 ntar ke bintz"
4991,"@askmenfess Beli tiket nya nnti di loket mrt, setiap stasiun beda harga + deposit 25rb pokoknya"
4992,"Today is the day! Udah siap experience music bareng Kotak (@kotakband_) dan Dead Bachelors (@deadbachelors) hari ini? Kita tunggu kamu di Terowongan Kendal Stasiun MRT Dukuh Atas jam 17.00 sore.

#PlayFest2019 #NarasiTV #KotakBand #DeadBachelors #RoadToPlayFest2019 https://t.co/kdVdXgcgly"
4993,[askMF] Semoga kekirim. Guys tata cara(?) naik mrt tuh gimana? Maksudnya cara beli tiketnya gitu dan harganya berapa buat pp? Thanks! ♡
4994,@yurawrrr_ @vantaebil Lhr bln feb ama mrt?
4995,@bluehidrangea jauh bat jalannya 😭 w lurus aja naik mrt balik wk
4996,"Kalideres-Ujung Menteng akan Ada MRT, Nih Daftar Stasiunnya

https://t.co/FEfE7TLA96"
4997,"RT @cnbcindonesia: Kalideres-Ujung Menteng akan Ada MRT, Nih Daftar Stasiunnya https://t.co/KKw7rs4FBV"
4998,"@dpahrevi Siang mas, Integrasi Informasi Transportasi itu sangatlah penting untuk mewujudkan transportasi multimoda yang betul2 terintegrasi. Jakarta kedatangan banyak moda baru spt MRT, LRT, dan Railink namun hingga kini belum ada identitas yg serupa

Dari sini kita coba u/ buat swadaya😊"
