,0,1
5235,52340,"Kalau aku translate jadinya,

Najib Razak ride E-scooter (bukan ysuki puki ya) lalu melanggar pelancong Taiwan diluar stesen MRT didapati bersalah kerana rambut rambut takiya genji nya yg tak jadi https://t.co/JAzuh1x7fH"
5236,52350,@salsabilasr Jakarta begitu ko. di MRT doang tapi. Hahahaha
5237,52360,"*berfikir keras mo di taro mana nih MRT  nya*
Bikin rute baru aja buat tj pliissss, kalideres-pulogadung via matraman 😭😭😭😭😭 https://t.co/YxmJO7h89F"
5238,52370,@MrTLexify MRT SMP
5239,52380,MRT Jakarta Siap Bangun Rute Fase III Kalideres-Ujung Menteng dengan Anggaran Rp53 Triliun https://t.co/svLRDYG3BK
5240,52390,@daffafbrian ke mamnis bisa naik mrt ntr
5241,52400,Kaki pegel bet dah ya allah. Jd lebih termotivasi tar kerja cri duit yg banyak biar bs beli mobil. Biar malem2 balik ngantor ga pegel kaki abis ngejar2 mrt dan krl😥
5242,52410,"RT @Aritologi: hmm menarik
https://t.co/5CHFyveBVp https://t.co/5uHluejrjA"
5243,52420,Ingin mengulang keabsurdan tadi di MRT
5244,52430,"Jengka -&gt; TBS 4 jam. TBS -&gt; Cheras 2 jam sbb ikut Kajang. Dlm MRT tu sepanjang perjalanan berdiri. Malam dah pakai toner nak pakai moisturizer pastu pakai day punya siap spf kau! Hmm 😅😂😂😂

Efek penat sangat. Haha. Tapi skrg masih tak tidur. Lol"
5245,52440,@floouer Mrt jg ena
5246,52450,Thahaahzah https://t.co/xZp3GtoLnO
5247,52460,"Empat Bulan Beroperasi, MRT Jakarta Dinaiki Hampir 100 Penumpang/Hari https://t.co/seT6mmiRX8"
5248,52470,"Ga bakal ngubah #fakta bahwa di era jokowi ahok lahirlah KJP, KJS, eAPBD, PTSP, QLUE, bus eropa TJ, pasukan pelangi, aduan balaikota, RPTRA, simpang semanggi, rusunawa murmer, ekse MRT/LRT dll.

Perbaikan jembatan ga bisa nutup kevakuman dan kemunduran Jakarta 2 taun ini...🤧 https://t.co/MDc2hWA4ch"
5249,52480,@ffikriawan Atau naik MRT nyambung kereta bandara
5250,52490,RT @notbuzzer: Anies Dulu Nyinyir MRT dan LRT Kini Dipamerkan di Amerika #GabenerDKIJakarta  #MacaneDadiKucing https://t.co/xOEvqRmuEQ
5251,52500,RT @notbuzzer: 3. Lalu apa konten atau materi yang disampaikannya. Ternyata Anies memamerkan ikon Jakarta yang sangat monumental mulai dari…
5252,52510,"RT @HaluanKita: Bermuka Dua, Anies Dulu Nyinyir MRT dan LRT Kini Dipamerkan di Amerika #GabenerDKIJakarta  #MacaneDadiKucing https://t.co/K…"
5253,52520,Caper ke Orang Amerika Anies Pamerkan MRT dan LRT #GabenerDKIJakarta #MacaneDadiKucing https://t.co/JJWiDIjI1N
5254,52530,Anies Dulu Nyinyir MRT dan LRT Kini Dipamerkan di Amerika #GabenerDKIJakarta  #MacaneDadiKucing https://t.co/xOEvqRmuEQ
5255,52540,"3. Lalu apa konten atau materi yang disampaikannya. Ternyata Anies memamerkan ikon Jakarta yang sangat monumental mulai dari MRT, LRT serta program normalisasi sungai Jakarta. #GabenerDKIJakarta  #MacaneDadiKucing"
5256,52550,"@jansen_jsp Coba ada ga sosok ky ps yg berani mengatakan lantang pd pemimpin atw pemerintah soal krisis ekonomi? krakatau steel bangkrut &amp; utang menggunung selama 7 thn itupun kl dihitung dr zaman sby smp jokowi, kerugian mrt palembang, &amp; bnyk kerugian BUMN lainnya."
5257,52560,@HastenCleyson tu xinga?
5258,52570,@nay_mrt Tu xinga ?
5259,52580,"@antarestars gabisa, gua ada perasaan. perasaan kesel nunggu bokap lu gajian biar naik mrt"
5260,52590,"Thankyou! Harusnya kayak di Singapore, ga bakalan bingung cari stasiun mrt terdekat. Penunjuk jalannya banyak bgt. Dan ini great move bgt. Salute! 👏🏻 https://t.co/k3NflC7OKQ"
5261,52600,"Bermuka Dua, Anies Dulu Nyinyir MRT dan LRT Kini Dipamerkan di Amerika #GabenerDKIJakarta  #MacaneDadiKucing https://t.co/KDkZxSxTPf"
5262,52610,@dennissuryas ke indomaret bisa naik mrt ntar
5263,52620,"@helmifelis Kok masi menggunakan kata....,Bong.....apa @helmifelis ini nggak lihat tv ya waktu bertemuan di MRT itu ya.....sdh tidak ada lagi kata2 seperti diatas..."
5264,52630,"RT @SeruniPuspaAlam: Ibu Fahira yang terhormat. Tolong bilang ke warga Jakarta: 
""Jangan kuatir, yang mau dipindahkan itu ibukota Indonesia…"
5265,52640,"RT @mefizh: Berangkat kerja jangan tidur di MRT lagi deh, kelewat mulu stasiunnya"
5266,52650,"@okezonenews Ibu Fahira yang terhormat. Tolong bilang ke warga Jakarta: 
""Jangan kuatir, yang mau dipindahkan itu ibukota Indonesia, bukan kota Jakarta. Warga nggak dipaksa pindah ke luar Jawa. Tugu Monas, MRT, Tanah Abang, Kali Item, dll tidak ikut dipindahkan. Haji Lulung juga""

😅😅😅"
5267,52660,"@Lampung__01 @M4z____Bim415 @WR_4AG226 @AgungWidrajat Entah ya,  gue tanya sama mereka yg ketemu di MRT lalu makan sate,  atau yg makan siang pake nasi goreng.... Atau yg d DPP NasDem... Masa ngelawak gak ngajak2..."
5268,52670,"Ibu Fahira yang terhormat. Tolong bilang ke warga Jakarta: 
""Jangan kuatir, yang mau dipindahkan itu ibukota Indonesia, bukan kota Jakarta. Warga nggak dipaksa pindah ke luar Jawa. Tugu Monas, MRT, Tanah Abang, Kali Item, dll tidak ikut dipindahkan. Haji Lulung juga""

😅😅😅 https://t.co/03YoCilCMf"
5269,52680,"hmm menarik
https://t.co/5CHFyveBVp https://t.co/5uHluejrjA"
5270,52690,Salut banget sama orang2 jkt yang tiap hari naik busway sama mrt desak desakan and now i feel it too 😭😭
5271,52700,Skybridge dibangun menghubungkan MRT Lebak Bulus dengan Poins Square. https://t.co/1NK2zQP0Y7
5272,52710,"RT @Manurung1D: @Pertapatua_ @WahabisLokal Mereka bukan benci pertemuan antara Prabowo dgn bu. Mega atau pertemuan di MRT, mereka membenci…"
5273,52720,"@detikcom Bikinin halte khusus kek bus stop trans j di tiap stasiun MRT dong pak. Kan posisinya agak menjorok ke dalam, ga pinggir banget."
5274,52730,"siang ini ke asisi, kangen banget ama tu kolaan tp skrg gersang bgt. abis itu nonton dua garis biru sama bebe &amp; dai. cabut ke gbk, kamera belakang gue pecah grgr jatoh:( (tu di foto pertama)  abis itu nyobain mrt so fun! https://t.co/rQ5NnqIkzN"
5275,52740,"Gw lebi seneng ngalor ngidul di jkt drpd di sby karena pilihan transportasi umum nya banya. Ada busway, krl, mrt, lrt, dll. Tekor daku ngalor ngidul di sby naik grab mulu:( mana grab skrg mehong, trs promonya musti pake ovo☹️"
5276,52750,"@laelanurromii Kalo sekarang mah bukan naek mrt, tapi lu yg gua naikin la"
5277,52760,"Saya pribadi lebih suka penyediaan angkutan massal seperti kereta api, MRT, LRT, subway, busway, yang digalakkan di setiap kota. Benahi sistem transportasi umum, kurangi pertumbuhan kendaraan pribadi.

Hambatan pasti ada, tapi solusinya juga pasti tersedia. Tinggal mau apa nggak."
5278,52770,@ayunisari_ Alahh iyaaa :( cita2 yang tertunda wahai mrt wkwk
5279,52780,"@Shantiraaa ya sok cepet beresin skripsinya nanti main ke jakarta, aku ajak naik mrt haha."
5280,52790,"RT @hermana_t: Pendukung Prabowo terbelah akibat ucapan selamat Prabowo di MRT. Terpecah tiga. Pertama, yg setuju langkah rekonsiliasi bahk…"
5281,52800,Pembangunan MRT Fase III Akan Dimulai Pada 2020 https://t.co/LgqgsMknUl
5282,52810,RT @acehasan76: Saya suka dengan pernyataan Ibu Megawati bhw “kita rileks saja dengan politik ini”. Politik ya bisa dibincangkan sambil mak…
5283,52820,@szeungyon @_eunsanq wkwkwkwk naik mrt napa
5284,52830,"RT @parcaalpaca: KRLㅡsudirman residenceㅡthamrin cityㅡMRTㅡFX sudirmanㅡplaza senayanㅡMRTㅡKRL

Banyak hal tidak terduga di trip hari ini🤠🤠 htt…"
5285,52840,"RT @mrtjakarta: MRT Jakarta Menerima Penghargaan OMNI Brands of the Year 2019.
https://t.co/wooo2nPp4i https://t.co/sXSEqKVyw5"
5286,52850,@bayu_joo Terus ketawa meratapi nasib
5287,52860,@junayyy__ Sama
5288,52870,@anugrahkusuma97 Dikerumunin semut
5289,52880,housemate dia bawak dia naik moto pergi makan after kerja. siap ambil kat mrt lagi. bahagia nya. point aku sebenarnya nak cakap housemate dia sumpah helok namati tadi.
5290,52890,@pegawaisorga mau di pim aja? tapi gue rada effort sih kudu naik krl nyambung mrt
5291,52900,"RT @mcheltjandra: Selamat Hari Kartini!!!

Ini perempuan insipirasi ku tahun ini, namanya Silvia Halim. Beliau adl direktur konstruksi MRT…"
5292,52910,"@nmustina Sebagai spesies yang justru selalu inget arah mata angin, Stasiun MRT Bundaran HI kunobatkan paling ribet karena posisinya manjang terus pintu keluarnya ada yang ngumpet kaya gang senggol."
5293,52920,"@Pertapatua_ @WahabisLokal Mereka bukan benci pertemuan antara Prabowo dgn bu. Mega atau pertemuan di MRT, mereka membenci sebuah takdir di depan mata mereka yg tdk sesuai harapan mereka, mimpi indah mereka menjadi kenyataan yg menakutkan bagi mereka sendiri."
5294,52930,"@arshann Sebagai spesies gampang inget cepet lupa, pintu keluar semua stesyen mrt membingungkan 😞"
5295,52940,RT @detikcom: PT MRT Jakarta kini sudah mulai bergegas menyiapkan rencana pembangunan fase ketiga alias Timur-Barat yang menyambungkan Cika…
5296,52950,"Ada2 aja dah 2 hari ini.. Kemaren kartu atm ketelen sekarang kartu busway patah, beli baru mahal bat di mrt 🤦 https://t.co/Xj1k5AjWhu"
5297,52960,Nyari pintu keluar di Stasiun MRT Bundaran HI semembingungkan itu deh.
5298,52970,"Ada yang bisa dipelok-pelok di Stasiun MRT 💕

@playfest2019 h-30 guysss https://t.co/jmxGYfCcEq"
5299,52980,"iPhone 7 Plus rosegold 128gb secondhand LL set (FULLSET)
RM1680
Warranty: Sebulan
Cod percuma: Bangi Gateway
Cod berbayar: RM29 stesen ktm/lrt/mrt
Pos J&amp;T: RM10 Semenanjung &amp; RM20 S/S https://t.co/EycegkZWZB"
5300,52990,"@mrtjakarta Biarpun sdh ada tertera peraturan’nya,tp tetap saja msh ada yg melanggar,terkadang security jg ga mau memberi teguran,mungkin takut penumpang tersinggung,MRT the best deh pokoknya,"
5301,53000,RT @VIVAcoid: Daftar 22 Stasiun Jalur MRT Fase 3 Rute Kalideres-Ujung Menteng https://t.co/ca5yCwiCYK
5302,53010,"@diyasprdn Sekarang, menurutku lebih baik daripada Kuala Lumpur.
- Bus tiap 3-5 menit lewat.
- Heading MRT cuma 5-8 menit. MRT KL tiap 14-16 menit.
- CL ramai tapi adem. Commuter KTM bisa disalip mobil dong. Ga reliable. 😂😂😂"
5303,53020,Naik mrt 🚇 @aalifiapw https://t.co/kNk5Y1uF6j
5304,53030,"Huhu pas lihat gambar pembukaan Conan yang background biru bersinar-sinar itu serasa memori lalu idup lagi. Haha. Kangen bet bisa nonton anime. Musiknya juga. 

Malem ini alhamdulillah seneng. Naik MRT so nyaman, pulang Naik kereta dpt duduk pula. Hehehe. https://t.co/0vhiJkXcfi"
5305,53040,@yuukoaio Naik mrt ah jem ah kl
5306,53050,"RT @TrenOpini: Wajah Asli Demokrasi (makan siang ala Mega - Prabowo): Oleh : Abu Ghazi Di Awali dari MRT menuju ke Warung Sate, Hingga meni…"
5307,53060,@rockygerung Dgn pertemuannya di MRT ?
5308,53070,walaupun dia hanya tolong amikkan token mrt yang jatuh 😂😂😂 sebab dia perasan but still thanks!!!!! kalau tak brr bazir duit lagi
5309,53080,Besok mrt lagi jangan? @putrinmaya24 @niiswah98
5310,53090,"hari ini target 10ribu langkah.

maka semangat naek MRT walau 'cuma' ngehemat 10-20 ribu dibanding naek taksi atau takol

sampe rumah dah cape, tapi baru 6000.

besok coba mondar mandir di stasiun ah."
5311,53100,"Posting naik MRT sendirian dan keinget mantan yang wkt itu bareng"" nyoba pertama kali.Tetiba stalking postingan mantan, nyoba MRT kedua kali dan ga inget gw. Jadi ketauan ya, Gemini antara setia sm bego beda tipis.
😁"
5312,53110,Pembangunan MRT fase II sudah mulai dicanangkan sejak akhir Maret 2019 lalu. Bagaimana progres pembangunannya setel… https://t.co/jfFI6SisBa  https://t.co/gFZRlHfvbH
5313,53120,kereta bandara 200rb mrt lrt ktm nya juga buat roundtrip mayan lah harus spend sekitar 50rb buat jarak bogor jakarta
5314,53130,"@mrtjakarta maaf tanya min, mrt velodroom rawamangun apa sudah beroperasi?"
5315,53140,"Pembangunan MRT fase II sudah mulai dicanangkan sejak akhir Maret 2019 lalu. Bagaimana progres pembangunannya setelah empat bulan berjalan? #MRTJakarta 

via @detikfinance https://t.co/bTtOtAoDQY"
5316,53150,Udah mau balik aja ya belom juga nyoba mrt
5317,53160,"INFO PENUTUPAN JALAN

KERJA PENYELENGGARAAN (MRT)

KM 23.8 - KM 24.1 hala Putrajaya
Lorong kecemasan &amp; lorong kiri ditutup
Sila patuhi papan tanda
Hati - hati memandu

@llminfotrafik #kltu https://t.co/7ON57R1zw0"
5318,53170,@dimasnovriandi @JeniusConnect Kak ini di Jkt bs buat KRL/MRT/TJ jg ga nih? Hehee.
5319,53180,"RT @kotakband_: RT @playfest2019: Udah siap nyanyi bareng kotak &amp; dead_bachelors belum?! Siap lahhh, masa nggak siap mengguncang stasiun MR…"
5320,53190,Boro2 naik haji.....naik MRT aja beloman
5321,53200,@null Daftar 22 Stasiun Jalur MRT Fase 3 Rute Kalideres-Ujung Menteng Investasi yang d  https://t.co/m7HHbj0MRJ
5322,53210,@VIVAcoid Mantap kalai ada rute MRT dari Kabupaten Tangerang ke Jakarta mah
5323,53220,@null Daftar 22 Stasiun Jalur MRT Fase 3 Rute Kalideres-Ujung Menteng Investasi yang d  https://t.co/2Zr5eCzDDu
5324,53230,@null Daftar 22 Stasiun Jalur MRT Fase 3 Rute Kalideres-Ujung Menteng Investasi yang d  https://t.co/xCdMBhRtYH
5325,53240,@null Daftar 22 Stasiun Jalur MRT Fase 3 Rute Kalideres-Ujung Menteng Investasi yang d  https://t.co/3ql3UO8bZ5
5326,53250,@null Daftar 22 Stasiun Jalur MRT Fase 3 Rute Kalideres-Ujung Menteng Investasi yang d  https://t.co/GMXxA4TcWq
5327,53260,@null Daftar 22 Stasiun Jalur MRT Fase 3 Rute Kalideres-Ujung Menteng Investasi yang d  https://t.co/QxXJRdxbok
5328,53270,@null Daftar 22 Stasiun Jalur MRT Fase 3 Rute Kalideres-Ujung Menteng Investasi yang d  https://t.co/H42ABvulpo
5329,53280,Daftar 22 Stasiun Jalur MRT Fase 3 Rute Kalideres-Ujung Menteng https://t.co/ca5yCwiCYK
5330,53290,"RT @playfest2019: Udah siap nyanyi bareng @kotakband_ &amp; @dead_bachelors belum?! Siap lahhh, masa nggak siap mengguncang stasiun MRT Dukuh A…"
5331,53300,@bbynjhx WAH JADI PEN KE STASIUN MRT
5332,53310,napa di stasiun mrt banyak banget orang yg mirip crush gue anyink
5333,53320,#News: Pembangunan MRT Fase II dan III Dilakukan Berbarengan https://t.co/IK9D1KnrKK
5334,53330,"Dijemput dirumah trus ke taman cilandak niatnya mau markir mobil tapi penuh akhirnya ke poins square buat numpang parkir trus ke stasiun MRT lebak bulus &amp; naik MRT ke Fx, niatnya mau nonton parasite, kirain jam 16.10 ternyata 16.50 akhirnya mikir-mikir dulu dan beli gulu-gulu"
5335,53340,"RT @bocahnikmat: Jujur saja semenjak adanya MRT, membuat perjalanan kerja ku menjadi lebih singkat dan lebih TEKORRRRRRR."
5336,53350,beneran neh kalideres bakal punya MRT :') huhu akhirnyaa
5337,53360,@RaiNathania Gue typing ini lagi otw pulang naik MRT lgsg berasa tekornya
5338,53370,"Detail handphone 
Model: Google Pixel 2 128gb clearly white
Harga: RM1250
Warranty: Seminggu
Cod percuma: Bangi Gateway
Cod berbayar: RM29 stesen ktm/lrt/mrt
Pos J&amp;T: RM10 Semenanjung &amp; RM20 S/S

Whatsapp/Call 0178834461 https://t.co/E2WLGlHDJW"
5339,53380,"Malam ini memutuskan untuk pulang dari kantor dengan: Gojek(promo)-KRL-Gojek(promo) = Rp 5.500

Biayanya bahkan gak sampe 1/2 harga 1 way MRT kantor - Lb Bulus. Memang ya, hidup itu pilihan 🙃🙃🙃"
5340,53390,"RT @C_MichelleJKT48: Mau tdr d MRT, tapi takut tbtb nyampe HI bukan Senayan"
5341,53400,Pukul 9.45 macam tu dah sampai mrt kwasa. Pastu aq kena naik bas untuk balik
5342,53410,"@ohmybeautybank palmerah, kebayoran utk krl. kalo mrt paling deket senayan. scr umum palinggg deket yg bisa jalan itu mrt"
5343,53420,@irsarizkita Belum nyobain naik MRT 🤭
5344,53430,@cmrifn @aisfroze tu la tak date dgn tiang lampu ka? td aku balik pun tiang mrt kirim salam 😂😂😂
5345,53440,Penyebab Depo MRT Jakarta Fase 2 di Ancol Barat Bisa Berubah https://t.co/gT9eBFAd2c
5346,53450,"Mari kita pulang (@ Stasiun MRT Bundaran HI in Jakarta, DKI Jakarta) https://t.co/cJPfoP6hP3"
5347,53460,@ohmybeautybank Kalau kereta stasiun kebayoran. Kalau mrt senayan
5348,53470,"Berbicara tentang malaysia aku sedikit kecewa aku pikir akan berbeda dg jkt tp sama saja! Eits tp di sana transportasi umum sudah lebih maju dibanding jkt. Bus antar daerah aja sudah cukup bagus, mrt dan ltr sudah tersambung. Dan yang pasti belanja disana murah 🥰 https://t.co/Qc4UHg7Tko"
5349,53480,"RT @kompascom: Kendati telah dikenai tarif mulai Bulan Mei, namuan rerata jumlah penumpang harian pada tanggal 1-24 Juli saja mencapai 94.8…"
5350,53490,Baik aku naik mrt sia kalau bapak aku lalu sini membazir rm20 aku
5351,53500,"@11chanbaek Iya ka,  ini aku naik mrt kok ke mana-mana.  Kehilangan banget pasti ya 😭"
5352,53510,"Didukung Lembaga Donor Internasional, MRT Jakarta Pede Bangun MRT Fase II dan III https://t.co/BOvjyNi5yR"
5353,53520,"Di lihat dr Blueprint MRT, banyak jalur yg akan di bangun, tapi knapa nggak ada yg lewat kawasan wisata spt Ragunan dan TMII? @mrtjakarta @BudiKaryaS @jokowi Ragunan itu padat banget kl liburan, membuat macet, harusnya MRT ke sana."
5354,53530,RT @Beritasatu: Tiga Investor Berminat Danai MRT Jakarta Koridor Timur-Barat Fase 1 https://t.co/ZZl8iYwVln https://t.co/XsCLpRBzch
5355,53540,@null MRT hingga LRT Jadi Tulang Punggung Transportasi Kota Berbudaya angkutan massal   https://t.co/tXP1edsKSC
5356,53550,@HizkiLay Pake mrt doii
5357,53560,"Kendati telah dikenai tarif mulai Bulan Mei, namuan rerata jumlah penumpang harian pada tanggal 1-24 Juli saja mencapai 94.824 orang per hari. https://t.co/J9cr7DJnhg"
5358,53570,Tiga Investor Berminat Danai MRT Jakarta Koridor Timur-Barat Fase 1 https://t.co/ZZl8iYwVln https://t.co/XsCLpRBzch
5359,53580,"RT @windaul: Kalo ada yg bilang gaji 8 jt asumsinya terlalu kecil untuk kerja di CBD Jakarta, mungkin emang harus belajar jadi orang susah…"
5360,53590,Bappenas masih membahas lokasi depo kereta moda raya terpadu alias MRT Jakarta fase 2. https://t.co/VoF3SNY2Y5
5361,53600,"@Orkeddeath86 Hai. Dari MRT Bukit Bintang boleh ambil MRT ke Pasar Seni, tukar ke tren aliran Kelana Jaya turun di LRT Bangsar. Dari stesen LRT Bangsar boleh ambil bas 822 untuk ke Mid Valley."
5362,53610,@AskRapidKL Hai nak tanya dr mrt pavillion bukit bintang nk ke midvalley macam mana?
5363,53620,RT @detikcom: Kereta MRT Jakarta telah beroperasi selama empat bulan sejak pertama kali diresmikan pada akhir Maret 2019 lalu. Bagaimana ca…
5364,53630,RT @detikfinance: Pembangunan MRT fase II sudah mulai dicanangkan sejak akhir Maret 2019 lalu. Bagaimana progres pembangunannya setelah emp…
5365,53640,"RT @playfest2019: Udah siap nyanyi bareng kotak &amp; dead_bachelors belum?! Siap lahhh, masa nggak siap mengguncang stasiun MRT Dukuh Atas @mrtjakarta besok sore sih?

Mention temen kamu juga dong buat ikutan!

#Playfest2019 #NarasiTV #RoadToPlayfest2019 https://t.co/Q3ZMqXH3ez"
5366,53650,Sumpah MRT dan transjkt yg terintegrasi ke dkt rumah sgt membantuku dalam pulang malam!!!!
5367,53660,"Pulang dari bkk dijamin langsung hapal rute bts mrt sama kereta bandara, tinggal di sini sekalian apa ya?"
5368,53670,Pembangunan MRT fase II sudah mulai dicanangkan sejak akhir Maret 2019 lalu. Bagaimana progres pembangunannya setelah empat bulan berjalan? #MRTJakarta  https://t.co/zmmrV9bsue
5369,53680,Sungguh salut buat yg kerja di jabodetabek tp pulang dan perginya naik angkutan umum (re: krl/busway/mrt/apa pun lah). Apalagi yg rumahnya di ujung dunia bekasi kerjanya di belahan barat jakarta. Ya pokoknya yg ujung ke ujung. Kalian super sekali:(
5370,53690,@nnidafthy Mau jalan jalan naik mrt nid
5371,53700,SIAPA KENTOT DLM MRT NI SIAL
5372,53710,@ditut @dimasnovriandi @JeniusConnect Kepikiran mau apply buat sekalian jajal MRT &amp; NYC subway.
5373,53720,RT @detikfinance: Kereta MRT Jakarta telah beroperasi selama empat bulan sejak pertama kali diresmikan pada akhir Maret 2019 lalu. Bagaiman…
5374,53730,Kereta MRT Jakarta telah beroperasi selama empat bulan sejak pertama kali diresmikan pada akhir Maret 2019 lalu. Bagaimana catatan performanya? #MRTJakarta  https://t.co/lGgMVVMSvB
5375,53740,Sama di stasiun mrt bnrn lapang bet lapang
5376,53750,"@takdos MRT Jakarta belom bisa sayangnya, bwang. Sad:(("
5377,53760,"Kereta MRT Jakarta telah beroperasi selama empat bulan sejak pertama kali diresmikan pada akhir Maret 2019 lalu. Bagaimana catatan performanya? #MRTJakarta 

via @detikfinance https://t.co/89bletXtd3"
5378,53770,Kemarin selama di Singapur karena males top-up ez-link jadi pake kartu Jenius buat MRT sama bus (thanks to @amasna 's tweet). Buat ratenya gatau knp kena rata SGD 1.33 sekali tap cc:@JeniusConnect https://t.co/jYfCSgS1DV
5379,53780,RT @Beritasatu: MRT Jakarta Koridor Timur-Barat Diprediksi Butuh Rp 53 Triliun https://t.co/wO1haDWmSX https://t.co/7Hl9Rq3SAf
